order_date,product_id,product_name,category,quantity
2024-05-03 13:21:58,432617,Baby Wipes,Baby Care,1
2023-10-17 19:29:19,687218,Mango Drink,Cold Drinks & Juices,3
2023-11-01 13:29:17,970529,Diapers,Baby Care,3
2023-08-15 01:15:08,604184,Toilet Cleaner,Household Care,2
2024-10-09 21:50:33,615545,Soap,Personal Care,2
2024-11-01 15:00:29,567671,Biscuits,Snacks & Munchies,3
2023-10-23 22:23:41,222892,Tomatoes,Fruits & Vegetables,1
2024-07-11 11:31:57,34186,Mangoes,Fruits & Vegetables,2
2023-11-11 20:33:38,891833,Curd,Dairy & Breakfast,1
2024-01-26 10:11:06,532965,Frozen Pizza,Instant & Frozen Food,1
2024-05-20 06:25:18,962054,Orange Juice,Cold Drinks & Juices,2
2024-03-04 08:49:03,33955,Frozen Pizza,Instant & Frozen Food,1
2024-03-23 18:38:14,644847,Salt,Grocery & Staples,3
2024-02-17 19:48:14,954722,Ice Cream,Instant & Frozen Food,1
2023-04-24 21:33:02,500633,Cereal,Dairy & Breakfast,3
2023-07-05 10:13:13,240179,Cough Syrup,Pharmacy,2
2024-02-06 12:38:50,820973,Baby Wipes,Baby Care,1
2024-01-04 14:06:21,490602,Sugar,Grocery & Staples,3
2024-06-24 02:37:36,256783,Pet Treats,Pet Care,2
2024-06-11 18:11:31,913428,Pet Treats,Pet Care,2
2023-10-09 04:42:34,324809,Bread,Dairy & Breakfast,1
2023-04-09 10:10:33,516376,Onions,Fruits & Vegetables,1
2023-10-04 10:20:55,566052,Pain Reliever,Pharmacy,3
2024-10-15 12:30:13,897083,Detergent,Household Care,2
2023-09-21 02:17:46,799952,Cheese,Dairy & Breakfast,2
2023-04-15 22:56:08,690565,Cookies,Snacks & Munchies,1
2023-06-18 19:23:45,317242,Pulses,Grocery & Staples,1
2024-01-24 17:03:49,965755,Bananas,Fruits & Vegetables,3
2024-08-07 07:55:29,863930,Shampoo,Personal Care,1
2024-02-02 02:54:20,264803,Vitamins,Pharmacy,2
2024-01-17 01:23:06,697683,Toilet Cleaner,Household Care,1
2023-12-27 06:52:23,679284,Cough Syrup,Pharmacy,1
2023-12-18 00:37:55,992178,Pain Reliever,Pharmacy,1
2024-05-25 03:53:54,300159,Cola,Cold Drinks & Juices,1
2023-03-28 00:53:55,952124,Onions,Fruits & Vegetables,3
2024-10-27 11:26:03,925482,Frozen Biryani,Instant & Frozen Food,1
2024-01-13 02:34:24,500633,Cereal,Dairy & Breakfast,2
2024-04-17 14:33:32,123983,Cough Syrup,Pharmacy,3
2023-07-20 23:11:57,272170,Ice Cream,Instant & Frozen Food,2
2023-10-08 18:18:29,70969,Carrots,Fruits & Vegetables,1
2023-05-13 01:06:33,757274,Pet Treats,Pet Care,2
2023-04-02 17:43:16,14145,Spinach,Fruits & Vegetables,2
2023-08-09 07:17:16,611575,Frozen Pizza,Instant & Frozen Food,3
2023-04-23 13:27:40,704868,Detergent,Household Care,1
2023-09-21 09:06:49,451933,Wheat Flour,Grocery & Staples,1
2024-05-20 16:19:17,820541,Toilet Cleaner,Household Care,3
2023-05-17 07:50:53,349294,Onions,Fruits & Vegetables,2
2024-07-19 09:22:31,615545,Soap,Personal Care,2
2024-07-07 13:29:33,654297,Potatoes,Fruits & Vegetables,3
2023-09-07 13:18:38,451933,Wheat Flour,Grocery & Staples,2
2024-08-27 10:06:15,613942,Pet Treats,Pet Care,2
2024-10-30 11:23:04,366066,Soap,Personal Care,1
2024-11-03 03:45:46,287070,Wheat Flour,Grocery & Staples,1
2024-07-26 07:24:16,137909,Cough Syrup,Pharmacy,1
2024-09-14 20:27:40,700048,Dish Soap,Household Care,3
2023-12-16 15:38:05,256783,Pet Treats,Pet Care,2
2023-04-09 18:56:42,131136,Salt,Grocery & Staples,2
2023-11-20 12:36:18,15314,Cheese,Dairy & Breakfast,3
2024-03-07 08:59:56,39154,Mangoes,Fruits & Vegetables,3
2023-07-26 15:38:48,661577,Cat Food,Pet Care,1
2024-08-08 23:28:23,723678,Dog Food,Pet Care,3
2023-09-25 22:56:09,557908,Vitamins,Pharmacy,3
2024-02-01 08:48:55,336847,Toilet Cleaner,Household Care,2
2023-04-11 09:45:14,34186,Mangoes,Fruits & Vegetables,3
2024-06-01 06:43:44,94225,Toilet Cleaner,Household Care,2
2023-09-08 02:48:14,257719,Eggs,Dairy & Breakfast,2
2024-06-24 05:17:20,118820,Iced Tea,Cold Drinks & Juices,3
2024-03-20 03:24:23,336847,Toilet Cleaner,Household Care,1
2024-04-07 00:19:29,327290,Sugar,Grocery & Staples,1
2023-05-17 14:52:39,679284,Cough Syrup,Pharmacy,3
2023-09-19 22:28:29,803607,Soap,Personal Care,1
2024-02-08 05:23:21,615545,Soap,Personal Care,2
2024-04-22 09:58:26,951463,Pet Treats,Pet Care,3
2023-11-04 00:06:14,566052,Pain Reliever,Pharmacy,3
2023-12-30 05:03:21,552496,Dish Soap,Household Care,2
2024-07-15 16:57:54,500633,Cereal,Dairy & Breakfast,3
2024-03-31 10:24:16,274207,Cough Syrup,Pharmacy,1
2024-01-16 13:25:12,256783,Pet Treats,Pet Care,1
2024-04-10 10:05:48,131937,Frozen Pizza,Instant & Frozen Food,2
2023-11-19 01:53:50,67197,Butter,Dairy & Breakfast,2
2023-10-02 18:09:57,329351,Cheese,Dairy & Breakfast,3
2024-08-29 21:54:24,154179,Pain Reliever,Pharmacy,2
2023-05-27 23:26:14,317242,Pulses,Grocery & Staples,1
2023-07-13 12:50:53,492958,Lotion,Personal Care,2
2024-04-21 23:13:31,647462,Lotion,Personal Care,3
2024-08-27 08:18:40,585299,Pet Treats,Pet Care,1
2024-03-16 21:47:29,853932,Baby Wipes,Baby Care,1
2024-05-06 17:37:10,120532,Wheat Flour,Grocery & Staples,1
2023-10-24 12:43:17,490602,Sugar,Grocery & Staples,1
2023-03-31 08:31:30,851978,Vitamins,Pharmacy,1
2023-10-24 23:10:36,606256,Frozen Biryani,Instant & Frozen Food,2
2024-07-01 02:05:28,697683,Toilet Cleaner,Household Care,3
2023-12-24 07:32:20,444361,Pain Reliever,Pharmacy,3
2023-07-19 04:15:07,14145,Spinach,Fruits & Vegetables,3
2023-10-26 17:52:28,880510,Bread,Dairy & Breakfast,3
2024-07-05 03:36:54,284460,Potatoes,Fruits & Vegetables,1
2023-07-14 02:18:09,376447,Butter,Dairy & Breakfast,1
2023-06-14 19:43:21,378676,Orange Juice,Cold Drinks & Juices,2
2023-12-25 19:14:20,863930,Shampoo,Personal Care,2
2024-05-10 06:46:20,89084,Milk,Dairy & Breakfast,2
2023-11-15 21:59:17,461804,Sugar,Grocery & Staples,3
2024-05-30 17:24:44,366066,Soap,Personal Care,3
2023-07-16 07:24:04,313754,Biscuits,Snacks & Munchies,2
2023-07-28 08:25:29,366066,Soap,Personal Care,1
2023-12-11 19:39:16,354409,Pulses,Grocery & Staples,3
2023-05-08 20:32:00,589812,Detergent,Household Care,1
2023-09-23 04:50:27,140489,Soap,Personal Care,2
2024-03-29 18:27:14,552883,Potatoes,Fruits & Vegetables,3
2024-08-09 11:51:55,859361,Shampoo,Personal Care,2
2024-01-10 11:48:31,131937,Frozen Pizza,Instant & Frozen Food,2
2023-11-26 21:32:11,993331,Pulses,Grocery & Staples,2
2024-10-16 16:03:22,153019,Onions,Fruits & Vegetables,2
2024-01-17 01:26:31,954722,Ice Cream,Instant & Frozen Food,1
2023-09-10 16:44:46,659290,Cheese,Dairy & Breakfast,3
2024-07-15 08:47:10,832348,Biscuits,Snacks & Munchies,1
2024-01-25 00:04:47,118820,Iced Tea,Cold Drinks & Juices,2
2024-06-20 01:00:52,112390,Toothpaste,Personal Care,2
2023-10-18 21:18:10,557908,Vitamins,Pharmacy,2
2023-11-20 08:37:18,712307,Orange Juice,Cold Drinks & Juices,2
2024-05-07 22:54:29,398340,Instant Noodles,Instant & Frozen Food,1
2024-04-23 12:52:28,516376,Onions,Fruits & Vegetables,2
2024-10-21 21:55:22,440875,Baby Wipes,Baby Care,2
2024-07-04 12:26:55,894539,Dish Soap,Household Care,3
2024-03-10 03:46:29,385113,Lotion,Personal Care,1
2024-02-02 10:13:42,542300,Popcorn,Snacks & Munchies,3
2024-06-16 13:11:54,18035,Dish Soap,Household Care,2
2024-02-13 15:28:08,647462,Lotion,Personal Care,1
2024-04-09 20:00:46,564692,Cat Food,Pet Care,1
2023-12-07 04:30:24,747801,Toilet Cleaner,Household Care,2
2024-07-21 10:44:40,336847,Toilet Cleaner,Household Care,3
2023-05-16 03:51:12,654623,Chips,Snacks & Munchies,3
2023-09-14 18:19:29,228286,Cola,Cold Drinks & Juices,2
2023-12-07 12:22:17,677169,Cough Syrup,Pharmacy,1
2023-09-30 08:07:45,970529,Diapers,Baby Care,3
2024-02-20 05:25:38,537274,Pet Treats,Pet Care,2
2023-08-05 10:51:03,833557,Cereal,Dairy & Breakfast,1
2024-01-19 19:08:25,853932,Baby Wipes,Baby Care,3
2023-12-10 00:09:16,684939,Lotion,Personal Care,1
2024-09-26 01:56:49,324809,Bread,Dairy & Breakfast,1
2024-04-09 08:12:20,131748,Dog Food,Pet Care,1
2024-01-29 03:28:43,336847,Toilet Cleaner,Household Care,2
2024-09-28 15:27:48,563740,Chips,Snacks & Munchies,1
2024-01-31 15:31:03,613942,Pet Treats,Pet Care,3
2024-05-26 08:18:38,760828,Pet Treats,Pet Care,1
2023-06-16 13:05:30,144124,Detergent,Household Care,2
2023-03-25 09:41:55,398340,Instant Noodles,Instant & Frozen Food,2
2023-09-30 08:52:45,714999,Bread,Dairy & Breakfast,2
2024-05-04 08:35:19,739448,Dish Soap,Household Care,3
2024-04-12 15:00:38,704868,Detergent,Household Care,3
2024-07-19 01:53:39,712003,Cola,Cold Drinks & Juices,1
2024-08-22 02:04:33,679865,Wheat Flour,Grocery & Staples,1
2024-02-11 09:54:55,689769,Frozen Vegetables,Instant & Frozen Food,1
2023-11-20 16:57:35,194682,Iced Tea,Cold Drinks & Juices,1
2023-05-04 18:32:00,272170,Ice Cream,Instant & Frozen Food,2
2024-05-22 01:40:57,51036,Baby Food,Baby Care,2
2023-05-30 19:17:37,124290,Lotion,Personal Care,3
2023-12-27 20:11:22,291238,Chocolates,Snacks & Munchies,2
2024-02-04 03:20:32,621677,Frozen Biryani,Instant & Frozen Food,3
2023-10-24 22:11:10,237083,Cough Syrup,Pharmacy,3
2023-12-28 13:54:57,667163,Orange Juice,Cold Drinks & Juices,1
2024-01-16 07:41:08,91670,Dish Soap,Household Care,2
2024-08-09 00:24:44,832348,Biscuits,Snacks & Munchies,1
2024-08-16 11:20:21,433521,Diapers,Baby Care,2
2024-07-06 11:59:17,317242,Pulses,Grocery & Staples,1
2024-07-19 18:51:00,34186,Mangoes,Fruits & Vegetables,3
2024-10-01 05:12:34,492958,Lotion,Personal Care,1
2023-04-05 03:22:22,949818,Biscuits,Snacks & Munchies,3
2023-12-05 02:01:24,354409,Pulses,Grocery & Staples,1
2024-01-10 19:18:29,891833,Curd,Dairy & Breakfast,2
2023-08-06 15:56:31,487065,Chips,Snacks & Munchies,3
2024-03-13 18:42:43,378287,Lemonade,Cold Drinks & Juices,2
2023-07-27 18:19:10,820973,Baby Wipes,Baby Care,1
2024-09-27 16:36:39,349294,Onions,Fruits & Vegetables,2
2023-11-26 19:55:46,704868,Detergent,Household Care,1
2023-07-25 05:54:42,500739,Bread,Dairy & Breakfast,1
2023-06-23 06:31:41,107548,Cola,Cold Drinks & Juices,1
2023-10-12 14:44:50,9436,Toothpaste,Personal Care,2
2024-10-06 21:41:05,644847,Salt,Grocery & Staples,2
2023-11-25 07:50:28,313754,Biscuits,Snacks & Munchies,3
2023-07-27 18:31:30,51036,Baby Food,Baby Care,1
2023-09-05 10:02:35,4452,Baby Wipes,Baby Care,1
2024-11-01 02:59:02,378287,Lemonade,Cold Drinks & Juices,1
2023-07-19 13:45:45,552496,Dish Soap,Household Care,2
2023-06-21 17:33:21,15314,Cheese,Dairy & Breakfast,2
2024-08-31 08:12:32,757274,Pet Treats,Pet Care,3
2023-12-28 09:54:53,557908,Vitamins,Pharmacy,2
2023-05-31 03:32:44,859361,Shampoo,Personal Care,1
2024-04-01 12:19:55,714999,Bread,Dairy & Breakfast,1
2023-04-26 03:12:48,70969,Carrots,Fruits & Vegetables,3
2023-11-08 10:22:06,243235,Cat Food,Pet Care,2
2024-05-11 04:29:41,470449,Frozen Biryani,Instant & Frozen Food,3
2024-09-17 07:51:52,937542,Wheat Flour,Grocery & Staples,3
2023-12-17 04:48:47,880510,Bread,Dairy & Breakfast,2
2023-10-10 02:52:20,812607,Potatoes,Fruits & Vegetables,1
2024-09-26 05:13:41,432617,Baby Wipes,Baby Care,2
2024-07-14 01:15:08,600767,Toothpaste,Personal Care,1
2024-02-06 13:34:26,712307,Orange Juice,Cold Drinks & Juices,1
2023-06-07 03:25:59,832348,Biscuits,Snacks & Munchies,1
2023-11-07 14:08:48,237083,Cough Syrup,Pharmacy,2
2023-03-16 19:23:51,272170,Ice Cream,Instant & Frozen Food,1
2024-07-29 11:34:33,26060,Vitamins,Pharmacy,1
2024-10-20 09:52:38,613942,Pet Treats,Pet Care,3
2024-01-01 00:24:00,478531,Carrots,Fruits & Vegetables,3
2024-10-26 13:36:56,901144,Sugar,Grocery & Staples,3
2023-03-20 01:44:55,951463,Pet Treats,Pet Care,1
2024-07-26 18:45:20,654297,Potatoes,Fruits & Vegetables,3
2024-03-15 11:58:19,953175,Baby Food,Baby Care,2
2024-08-05 03:13:47,319388,Orange Juice,Cold Drinks & Juices,3
2024-03-22 11:38:50,187399,Frozen Pizza,Instant & Frozen Food,1
2024-02-03 13:33:26,753354,Shampoo,Personal Care,3
2023-04-30 06:03:14,803607,Soap,Personal Care,1
2024-04-11 06:28:42,91670,Dish Soap,Household Care,1
2024-09-27 18:32:45,561860,Orange Juice,Cold Drinks & Juices,2
2024-02-03 00:17:30,552883,Potatoes,Fruits & Vegetables,3
2023-09-09 11:46:42,15314,Cheese,Dairy & Breakfast,2
2024-08-05 21:29:11,455755,Detergent,Household Care,2
2024-04-29 03:24:15,555121,Carrots,Fruits & Vegetables,1
2023-10-24 07:42:01,642612,Pet Treats,Pet Care,2
2023-04-07 11:32:25,681063,Mango Drink,Cold Drinks & Juices,1
2024-06-13 19:06:38,491314,Ice Cream,Instant & Frozen Food,3
2023-07-11 05:19:38,82484,Baby Food,Baby Care,3
2024-02-16 21:32:26,951463,Pet Treats,Pet Care,2
2024-05-14 11:32:09,91670,Dish Soap,Household Care,3
2024-06-05 15:34:59,500633,Cereal,Dairy & Breakfast,3
2023-08-28 20:16:24,240179,Cough Syrup,Pharmacy,1
2024-01-07 01:01:22,300159,Cola,Cold Drinks & Juices,1
2023-09-14 06:52:00,537274,Pet Treats,Pet Care,1
2024-04-18 17:58:30,187399,Frozen Pizza,Instant & Frozen Food,3
2023-11-01 15:26:13,833557,Cereal,Dairy & Breakfast,3
2024-09-30 09:24:51,863930,Shampoo,Personal Care,3
2023-03-28 18:51:51,962054,Orange Juice,Cold Drinks & Juices,2
2023-05-04 07:48:45,880510,Bread,Dairy & Breakfast,1
2024-02-16 19:06:29,470449,Frozen Biryani,Instant & Frozen Food,1
2024-09-18 21:17:58,859361,Shampoo,Personal Care,1
2024-09-01 16:23:34,15314,Cheese,Dairy & Breakfast,2
2024-09-04 09:17:19,449106,Soap,Personal Care,2
2023-06-18 16:06:43,140154,Shampoo,Personal Care,2
2024-05-13 13:57:42,600767,Toothpaste,Personal Care,3
2023-11-12 11:51:12,592784,Biscuits,Snacks & Munchies,2
2024-09-11 19:24:19,462526,Curd,Dairy & Breakfast,3
2023-08-17 07:32:10,585299,Pet Treats,Pet Care,2
2024-02-17 03:28:02,709916,Detergent,Household Care,3
2024-02-06 22:03:16,487931,Sugar,Grocery & Staples,3
2024-07-21 22:37:39,812607,Potatoes,Fruits & Vegetables,3
2023-07-27 18:37:32,15314,Cheese,Dairy & Breakfast,1
2024-04-22 06:11:39,349294,Onions,Fruits & Vegetables,2
2023-12-04 11:40:56,15314,Cheese,Dairy & Breakfast,2
2024-09-21 10:04:21,67197,Butter,Dairy & Breakfast,1
2024-01-30 19:28:34,451812,Pain Reliever,Pharmacy,3
2024-01-10 08:50:54,140489,Soap,Personal Care,3
2023-09-12 11:51:20,435929,Toilet Cleaner,Household Care,2
2024-01-07 10:51:31,658389,Popcorn,Snacks & Munchies,3
2024-08-23 20:45:57,992178,Pain Reliever,Pharmacy,2
2024-05-09 00:30:37,927651,Baby Wipes,Baby Care,2
2024-07-17 22:05:57,613942,Pet Treats,Pet Care,1
2024-03-18 08:19:53,70969,Carrots,Fruits & Vegetables,1
2024-09-02 03:14:47,305754,Frozen Vegetables,Instant & Frozen Food,1
2023-09-07 07:49:52,853932,Baby Wipes,Baby Care,1
2024-09-30 23:16:20,257719,Eggs,Dairy & Breakfast,3
2024-03-21 08:29:02,516376,Onions,Fruits & Vegetables,3
2023-05-24 09:19:37,812607,Potatoes,Fruits & Vegetables,3
2024-06-21 01:18:07,186168,Dog Food,Pet Care,1
2023-07-05 12:33:39,9436,Toothpaste,Personal Care,2
2023-09-08 01:54:46,578097,Nuts,Snacks & Munchies,1
2024-02-13 07:46:49,613942,Pet Treats,Pet Care,3
2024-11-04 20:29:15,131136,Salt,Grocery & Staples,2
2023-10-05 00:26:02,673058,Cough Syrup,Pharmacy,3
2024-08-10 06:00:16,894539,Dish Soap,Household Care,2
2023-07-07 12:56:03,585299,Pet Treats,Pet Care,1
2023-12-13 02:39:49,677542,Toilet Cleaner,Household Care,1
2023-06-27 00:54:54,709916,Detergent,Household Care,3
2024-06-04 05:37:56,667163,Orange Juice,Cold Drinks & Juices,1
2024-03-19 07:47:02,194682,Iced Tea,Cold Drinks & Juices,1
2023-05-19 06:41:57,491521,Nuts,Snacks & Munchies,1
2024-04-20 12:49:11,373536,Dog Food,Pet Care,3
2023-10-29 11:22:51,820973,Baby Wipes,Baby Care,2
2023-12-13 04:58:58,382511,Butter,Dairy & Breakfast,3
2023-10-03 11:53:27,487931,Sugar,Grocery & Staples,1
2023-08-01 10:46:34,500739,Bread,Dairy & Breakfast,3
2023-06-07 10:23:28,901144,Sugar,Grocery & Staples,3
2023-12-24 00:23:24,183929,Bread,Dairy & Breakfast,1
2023-12-27 12:39:23,952168,Popcorn,Snacks & Munchies,2
2023-10-28 04:57:00,449106,Soap,Personal Care,2
2024-01-16 02:45:51,707935,Cat Food,Pet Care,2
2023-04-16 13:14:50,217710,Eggs,Dairy & Breakfast,1
2023-05-13 19:53:58,679865,Wheat Flour,Grocery & Staples,3
2024-01-24 19:15:43,317242,Pulses,Grocery & Staples,3
2024-01-14 04:28:49,53833,Rice,Grocery & Staples,2
2024-05-03 10:00:04,853932,Baby Wipes,Baby Care,3
2024-06-17 10:23:39,707935,Cat Food,Pet Care,1
2023-07-03 23:26:52,349294,Onions,Fruits & Vegetables,3
2023-07-28 23:24:23,123983,Cough Syrup,Pharmacy,1
2024-08-13 08:04:17,757274,Pet Treats,Pet Care,2
2023-12-24 12:32:31,557908,Vitamins,Pharmacy,1
2024-04-09 15:13:24,14145,Spinach,Fruits & Vegetables,1
2023-06-22 03:24:19,264803,Vitamins,Pharmacy,1
2024-10-27 01:56:26,272170,Ice Cream,Instant & Frozen Food,1
2024-08-04 18:38:03,378230,Nuts,Snacks & Munchies,1
2023-04-21 12:54:41,589812,Detergent,Household Care,2
2023-06-23 00:25:26,757274,Pet Treats,Pet Care,1
2023-08-09 22:42:03,491521,Nuts,Snacks & Munchies,2
2023-10-29 01:13:16,217710,Eggs,Dairy & Breakfast,1
2024-08-02 19:47:04,952168,Popcorn,Snacks & Munchies,3
2024-03-12 11:22:17,328457,Mango Drink,Cold Drinks & Juices,3
2024-02-08 19:08:31,373536,Dog Food,Pet Care,2
2024-05-01 10:47:18,739448,Dish Soap,Household Care,2
2024-10-21 13:54:53,587645,Vitamins,Pharmacy,1
2023-08-19 14:10:37,153019,Onions,Fruits & Vegetables,3
2023-08-25 19:03:17,131748,Dog Food,Pet Care,3
2023-12-21 08:58:06,863930,Shampoo,Personal Care,3
2023-07-12 17:23:25,684939,Lotion,Personal Care,3
2023-08-16 11:38:40,615545,Soap,Personal Care,2
2023-06-28 08:13:42,112390,Toothpaste,Personal Care,2
2024-06-07 01:48:08,803607,Soap,Personal Care,3
2024-09-04 02:53:31,131136,Salt,Grocery & Staples,2
2024-10-13 13:58:43,654623,Chips,Snacks & Munchies,2
2023-06-13 05:30:19,784827,Baby Wipes,Baby Care,1
2023-04-26 23:27:32,853932,Baby Wipes,Baby Care,1
2024-06-03 21:33:06,313754,Biscuits,Snacks & Munchies,1
2024-10-30 14:19:27,473929,Carrots,Fruits & Vegetables,3
2023-09-18 03:57:40,760828,Pet Treats,Pet Care,1
2024-01-08 07:20:54,555121,Carrots,Fruits & Vegetables,2
2023-04-21 04:37:28,709916,Detergent,Household Care,1
2024-10-11 02:10:11,272170,Ice Cream,Instant & Frozen Food,1
2024-01-29 08:59:28,131748,Dog Food,Pet Care,2
2024-01-10 02:02:49,455083,Butter,Dairy & Breakfast,2
2024-04-20 19:08:47,615545,Soap,Personal Care,1
2024-07-14 06:46:07,672059,Toothpaste,Personal Care,2
2024-07-16 18:56:51,77308,Onions,Fruits & Vegetables,3
2024-01-16 14:35:27,365133,Dish Soap,Household Care,3
2024-10-11 07:09:49,107548,Cola,Cold Drinks & Juices,3
2023-04-30 13:56:24,131937,Frozen Pizza,Instant & Frozen Food,3
2024-10-09 11:47:45,114414,Vitamins,Pharmacy,2
2024-09-06 22:45:14,291238,Chocolates,Snacks & Munchies,1
2023-09-04 20:28:35,9436,Toothpaste,Personal Care,3
2024-06-28 07:30:48,962054,Orange Juice,Cold Drinks & Juices,1
2023-07-28 15:01:30,818522,Cheese,Dairy & Breakfast,3
2023-06-09 11:06:16,949818,Biscuits,Snacks & Munchies,1
2024-10-28 18:46:06,187399,Frozen Pizza,Instant & Frozen Food,2
2023-12-31 15:58:50,600767,Toothpaste,Personal Care,2
2024-05-13 16:07:25,564692,Cat Food,Pet Care,2
2024-10-20 00:39:24,991434,Cookies,Snacks & Munchies,3
2024-10-05 13:55:42,739448,Dish Soap,Household Care,2
2023-05-24 05:13:04,839170,Curd,Dairy & Breakfast,1
2024-02-25 15:03:22,734789,Popcorn,Snacks & Munchies,2
2023-04-25 10:22:51,712307,Orange Juice,Cold Drinks & Juices,2
2024-10-29 00:23:22,491521,Nuts,Snacks & Munchies,1
2023-12-30 08:15:15,542300,Popcorn,Snacks & Munchies,1
2024-04-19 08:01:53,461804,Sugar,Grocery & Staples,1
2023-11-15 04:50:43,540618,Popcorn,Snacks & Munchies,2
2023-07-18 13:12:02,140489,Soap,Personal Care,2
2024-02-21 16:57:14,367391,Baby Wipes,Baby Care,2
2024-04-27 11:49:38,837480,Cough Syrup,Pharmacy,1
2024-02-20 19:51:10,272170,Ice Cream,Instant & Frozen Food,3
2023-06-05 00:30:45,131937,Frozen Pizza,Instant & Frozen Food,3
2024-09-26 16:42:13,681063,Mango Drink,Cold Drinks & Juices,3
2024-11-03 06:05:51,762527,Biscuits,Snacks & Munchies,2
2024-04-23 20:44:08,876139,Pulses,Grocery & Staples,2
2024-03-16 22:00:36,217710,Eggs,Dairy & Breakfast,3
2024-10-24 13:19:46,118820,Iced Tea,Cold Drinks & Juices,2
2024-01-02 12:50:42,930284,Baby Food,Baby Care,3
2023-05-30 13:09:30,681063,Mango Drink,Cold Drinks & Juices,3
2023-06-19 19:05:34,784827,Baby Wipes,Baby Care,1
2023-03-26 20:02:49,123983,Cough Syrup,Pharmacy,1
2023-12-20 00:00:10,18035,Dish Soap,Household Care,2
2024-04-27 16:28:05,56589,Vitamins,Pharmacy,2
2024-03-08 19:23:33,566052,Pain Reliever,Pharmacy,2
2023-08-05 01:14:47,478531,Carrots,Fruits & Vegetables,3
2024-02-21 22:35:12,853932,Baby Wipes,Baby Care,3
2024-10-17 17:08:04,365133,Dish Soap,Household Care,1
