Agent_Age,Agent_Rating,distance,Delivery_Time,Weather,Traffic,Vehicle,Area,weekday,temperature_C,traffic_congestion_index,precipitation_mm,weather_condition,season,peak_hour,delayed
38,4.9,0.0565685424949288,125,Fog,Medium,scooter ,Urban ,0,31.5,26,3.1,Rain,Autumn,0,1
32,3.5,0.1555634918610404,35,Clear,Medium,scooter ,Urban ,0,15.1,7,3.4,Rain,Winter,1,1
32,4.6,0.1838484702166401,150,Fog,Medium,scooter ,Metropolitian ,0,9.5,69,0.1,Clear,Summer,0,1
33,4.9,0.098994949366112,110,Clear,Medium,motorcycle ,Metropolitian ,0,1.8,99,6.4,Rain,Winter,0,1
20,4.7,0.0565685424949276,50,Clear,Medium,scooter ,Urban ,0,29.7,49,1.8,Clear,Winter,1,1
20,4.8,0.0141421356237256,95,Clear,Medium,scooter ,Metropolitian ,0,10.8,87,7.9,Cloudy,Winter,0,1
35,5.0,0.0282842712474612,55,Clear,Medium,scooter ,Urban ,0,32.0,66,12.0,Storm,Winter,0,1
26,4.9,0.02828427124746,55,Clear,Medium,scooter ,Metropolitian ,0,28.9,25,7.4,Rain,Winter,1,1
22,4.8,0.098994949366112,140,Clear,Medium,motorcycle ,Metropolitian ,0,10.1,35,14.1,Storm,Winter,0,1
35,4.3,0.098994949366122,33,Fog,Medium,motorcycle ,Metropolitian ,0,18.0,20,14.8,Clear,Autumn,0,1
37,4.7,0.1272792206135808,260,Clear,Medium,motorcycle ,Metropolitian ,0,-3.9,76,13.9,Rain,Summer,1,1
28,4.6,0.1555634918610396,110,Clear,Medium,scooter ,Metropolitian ,0,5.5,51,18.7,Fog,Autumn,1,1
37,4.9,0.0282842712474688,16,Clear,Medium,scooter ,Urban ,0,23.4,10,4.7,Cloudy,Summer,1,0
23,4.9,0.0848528137423864,55,Clear,Medium,van,Metropolitian ,0,22.1,7,3.8,Snow,Autumn,0,1
27,4.9,0.0848528137423876,125,Clear,Medium,scooter ,Metropolitian ,0,9.1,56,12.2,Cloudy,Autumn,0,1
37,4.8,0.0565685424949288,130,Fog,Medium,motorcycle ,Urban ,0,27.3,45,11.9,Rain,Winter,1,1
33,5.0,0.0141421356237331,90,Clear,Medium,scooter ,Metropolitian ,0,4.4,77,10.2,Cloudy,Autumn,0,1
31,4.9,0.0565685424949175,80,Clear,Medium,motorcycle ,Metropolitian ,0,13.5,96,0.1,Snow,Summer,1,1
31,4.8,0.1555634918610409,115,Clear,Medium,scooter ,Metropolitian ,0,13.9,1,11.1,Fog,Spring,0,1
25,5.0,0.0424264068711928,75,Fog,Medium,motorcycle ,Metropolitian ,0,8.6,63,18.7,Storm,Summer,0,1
28,4.8,0.1131370849898464,180,Clear,Medium,motorcycle ,Metropolitian ,0,33.2,51,6.7,Fog,Autumn,0,1
31,4.7,0.0848528137423889,80,Fog,Medium,motorcycle ,Metropolitian ,0,22.9,64,19.4,Cloudy,Spring,1,1
24,4.7,0.1272792206135808,95,Clear,Medium,motorcycle ,Urban ,0,16.6,10,7.1,Snow,Winter,0,1
39,4.6,0.1272792206135808,135,Clear,Medium,motorcycle ,Metropolitian ,0,15.4,5,2.8,Storm,Spring,1,1
39,4.2,0.1131370849898476,245,Clear,Medium,scooter ,Semi-Urban ,0,1.4,95,8.0,Snow,Winter,1,1
32,4.5,0.0141421356237256,100,Clear,Medium,scooter ,Other,0,9.9,78,9.9,Fog,Summer,1,1
36,4.7,0.0848528137423857,150,Fog,Medium,motorcycle ,Metropolitian ,0,21.9,75,12.6,Clear,Spring,1,1
25,4.8,0.1131370849898477,90,Clear,Medium,scooter ,Urban ,0,32.0,63,10.1,Clear,Spring,1,1
33,4.9,0.0424264068711932,110,Clear,Medium,scooter ,Metropolitian ,0,27.7,92,10.7,Storm,Spring,1,1
30,4.4,0.098994949366112,170,Fog,Medium,scooter ,Metropolitian ,0,7.0,54,0.5,Storm,Winter,0,1
33,5.0,0.1555634918610396,120,Clear,Medium,motorcycle ,Urban ,0,12.4,43,5.1,Storm,Winter,0,1
36,4.9,0.0565685424949175,85,Clear,Medium,scooter ,Metropolitian ,0,-1.7,85,6.2,Clear,Summer,0,1
21,4.8,0.0282842712474688,70,Clear,Medium,van,Metropolitian ,0,-0.9,13,19.7,Fog,Summer,0,1
39,4.9,0.0707106781186507,150,Clear,Medium,motorcycle ,Metropolitian ,0,13.8,82,5.9,Storm,Autumn,0,1
23,4.8,0.0282842712474619,15,Clear,Medium,scooter ,Metropolitian ,0,16.2,4,17.9,Clear,Winter,0,0
35,4.8,0.0565685424949238,80,Clear,Medium,scooter ,Urban ,0,5.6,98,6.1,Storm,Summer,1,1
39,4.6,0.1272792206135808,180,Fog,Medium,scooter ,Metropolitian ,0,20.7,24,1.9,Storm,Spring,0,1
22,4.7,0.0565685424949301,90,Clear,Medium,scooter ,Urban ,0,23.1,49,5.0,Snow,Spring,0,1
32,4.6,0.05656854249492,85,Clear,Medium,scooter ,Metropolitian ,0,7.0,72,5.5,Storm,Spring,1,1
24,4.8,0.1131370849898476,75,Clear,Medium,motorcycle ,Urban ,0,25.3,70,19.6,Clear,Summer,0,1
29,4.7,0.0282842712474619,85,Clear,Medium,motorcycle ,Metropolitian ,0,3.2,81,13.5,Fog,Spring,0,1
26,4.7,0.0848528137423864,50,Clear,Medium,motorcycle ,Metropolitian ,0,16.8,1,18.6,Clear,Spring,1,1
20,4.5,0.0707106781186547,135,Clear,Medium,motorcycle ,Metropolitian ,0,27.2,9,16.7,Clear,Winter,0,1
35,4.1,0.1272792206135808,185,Clear,Medium,motorcycle ,Metropolitian ,0,16.5,1,11.6,Storm,Winter,0,1
39,4.6,0.1272792206135808,220,Clear,Medium,scooter ,Metropolitian ,0,31.3,59,13.5,Snow,Summer,0,1
34,4.7,0.05656854249492,140,Clear,Medium,van,Metropolitian ,0,-2.7,44,12.5,Rain,Winter,0,1
27,4.7,0.1555634918610409,210,Fog,Medium,scooter ,Metropolitian ,0,18.5,7,13.3,Rain,Autumn,1,1
30,4.8,0.1555634918610404,125,Clear,Medium,motorcycle ,Metropolitian ,0,17.5,57,5.3,Rain,Summer,0,1
25,4.4,0.1555634918610509,195,Fog,Medium,scooter ,Metropolitian ,0,21.4,6,8.2,Clear,Autumn,1,1
25,4.7,0.1555634918610396,100,Clear,Medium,motorcycle ,Urban ,0,28.3,98,11.9,Storm,Autumn,0,1
30,5.0,0.0282842712474587,155,Clear,Medium,motorcycle ,Metropolitian ,0,24.0,86,0.7,Rain,Summer,0,1
24,4.6,0.0848528137423864,65,Clear,Medium,motorcycle ,Metropolitian ,0,26.6,71,9.7,Cloudy,Winter,1,1
39,4.8,0.0707106781186532,140,Clear,Medium,motorcycle ,Metropolitian ,0,6.6,20,17.2,Cloudy,Winter,1,1
25,4.8,0.0565685424949188,95,Clear,Medium,scooter ,Urban ,0,10.5,96,9.8,Cloudy,Summer,0,1
37,4.6,0.1131370849898552,210,Clear,Medium,motorcycle ,Urban ,0,20.1,46,11.0,Fog,Autumn,0,1
24,5.0,0.0141421356237344,115,Clear,Medium,motorcycle ,Metropolitian ,0,17.1,0,4.0,Storm,Summer,1,1
25,4.2,0.1555634918610497,195,Clear,Medium,motorcycle ,Metropolitian ,0,33.4,11,15.9,Clear,Summer,0,1
32,4.6,0.0141421356237256,125,Clear,Medium,motorcycle ,Metropolitian ,0,2.5,74,7.2,Clear,Spring,0,1
34,4.7,54.39665103955606,75,Clear,Medium,scooter ,Metropolitian ,0,9.1,47,19.1,Storm,Spring,1,1
38,4.9,0.0282842712474587,75,Fog,Medium,scooter ,Urban ,0,17.9,93,19.9,Snow,Autumn,0,1
36,4.8,0.1272792206135808,75,Clear,Medium,van,Metropolitian ,0,29.7,3,18.3,Snow,Winter,0,1
25,5.0,0.1555634918610396,75,Clear,Medium,motorcycle ,Metropolitian ,0,32.2,33,1.7,Fog,Spring,0,1
29,5.0,0.0707106781186532,90,Clear,Medium,motorcycle ,Metropolitian ,0,8.4,86,6.7,Storm,Spring,1,1
36,4.7,0.1272792206135808,145,Clear,Medium,van,Metropolitian ,0,-2.3,31,18.9,Snow,Autumn,0,1
33,4.7,0.0707106781186532,100,Clear,Medium,motorcycle ,Metropolitian ,0,11.9,2,16.1,Fog,Summer,1,1
36,4.4,0.0565685424949276,195,Fog,Medium,scooter ,Metropolitian ,0,10.8,91,18.2,Rain,Spring,0,1
21,4.8,0.1555634918610497,95,Clear,Medium,motorcycle ,Metropolitian ,0,34.5,67,11.5,Rain,Winter,0,1
25,4.8,0.0424264068711919,19,Fog,Medium,scooter ,Urban ,0,12.2,56,9.6,Fog,Autumn,0,0
23,4.8,0.1838477631084984,85,Clear,Medium,motorcycle ,Metropolitian ,0,7.2,75,2.1,Storm,Spring,0,1
25,4.6,0.0141421356237344,75,Clear,Medium,motorcycle ,Urban ,0,9.6,23,16.8,Rain,Autumn,0,1
24,4.3,0.0282842712474587,95,Clear,Medium,motorcycle ,Urban ,0,10.9,32,14.9,Storm,Spring,0,1
27,4.6,0.1272792206135808,145,Clear,Medium,motorcycle ,Metropolitian ,0,27.9,2,1.2,Snow,Spring,1,1
23,4.8,0.1555634918610421,110,Fog,Medium,scooter ,Urban ,0,-1.8,3,4.2,Rain,Autumn,1,1
21,4.3,0.1838477631084997,210,Clear,Medium,scooter ,Metropolitian ,0,7.7,29,11.1,Snow,Winter,0,1
27,4.7,0.0282842712474688,60,Clear,Medium,scooter ,Urban ,0,33.7,69,13.7,Storm,Winter,1,1
32,4.2,0.1838477631084997,190,Fog,Medium,motorcycle ,Metropolitian ,0,1.1,48,2.8,Storm,Summer,0,1
25,4.6,0.1555634918610396,115,Clear,Medium,motorcycle ,Metropolitian ,0,24.7,29,4.9,Cloudy,Spring,0,1
39,4.7,0.0282842712474587,75,Fog,Medium,scooter ,Metropolitian ,0,9.3,71,3.9,Fog,Summer,0,1
27,4.6,0.1131370849898451,120,Clear,Medium,motorcycle ,Metropolitian ,0,18.3,81,4.4,Clear,Autumn,0,1
39,3.8,0.1555634918610396,185,Clear,Medium,motorcycle ,Metropolitian ,0,-1.0,15,18.4,Fog,Summer,0,1
31,4.8,0.0707106781186532,120,Clear,Medium,scooter ,Metropolitian ,0,7.3,52,14.3,Storm,Autumn,0,1
31,4.8,0.0848528137423889,65,Clear,Medium,van,Metropolitian ,0,15.0,5,14.7,Storm,Winter,0,1
20,4.8,0.0141421356237243,80,Fog,Medium,motorcycle ,Other,0,4.3,23,15.9,Fog,Autumn,0,1
36,4.9,0.1131370849898451,210,Fog,Medium,motorcycle ,Urban ,0,16.7,91,7.1,Storm,Autumn,1,1
20,4.9,0.1272792206135808,85,Clear,Medium,motorcycle ,Metropolitian ,0,3.8,95,15.3,Snow,Summer,1,1
24,4.6,0.0424271139838663,125,Fog,Medium,motorcycle ,Metropolitian ,0,21.0,88,19.6,Rain,Spring,0,1
39,4.2,0.1555634918610396,195,Clear,Medium,scooter ,Metropolitian ,0,31.2,27,14.0,Storm,Summer,1,1
37,4.8,0.0565685424949188,90,Clear,Medium,scooter ,Metropolitian ,0,-1.6,20,8.3,Fog,Winter,0,1
32,4.9,0.0565685424949288,140,Clear,Medium,motorcycle ,Metropolitian ,0,3.7,7,14.3,Fog,Winter,1,1
22,4.5,0.0707106781186607,90,Clear,Medium,scooter ,Metropolitian ,0,28.8,35,18.0,Fog,Winter,0,1
23,4.9,0.1838477631084997,90,Clear,Medium,scooter ,Metropolitian ,0,20.3,8,2.6,Cloudy,Spring,0,1
33,4.7,0.1555634918610396,245,Clear,Medium,scooter ,Metropolitian ,0,-1.9,39,5.3,Snow,Summer,0,1
23,4.635286966096252,0.0424264068711919,75,Clear,Medium,motorcycle ,Metropolitian ,0,14.5,84,18.4,Snow,Autumn,0,1
27,4.6,0.1131370849898464,105,Clear,Medium,motorcycle ,Metropolitian ,0,3.4,50,18.9,Cloudy,Autumn,0,1
34,4.7,0.05656854249492,115,Clear,Medium,scooter ,Metropolitian ,0,3.0,0,9.7,Snow,Spring,0,1
26,5.0,0.0141421356237356,55,Clear,Medium,scooter ,Urban ,0,32.6,62,7.5,Cloudy,Winter,0,1
31,4.6,0.0848528137423864,125,Fog,Medium,motorcycle ,Metropolitian ,0,25.5,67,5.7,Snow,Spring,0,1
32,4.9,0.0282842712474587,90,Clear,Medium,motorcycle ,Metropolitian ,0,22.8,73,10.0,Cloudy,Autumn,1,1
27,4.7,0.0282842712474587,70,Fog,Medium,motorcycle ,Metropolitian ,0,4.6,25,18.7,Cloudy,Winter,0,1
21,4.9,0.1272792206135808,180,Clear,Medium,motorcycle ,Metropolitian ,0,-0.3,39,3.0,Snow,Spring,1,1
28,4.8,0.0707106781186633,90,Clear,Medium,motorcycle ,Metropolitian ,0,29.8,2,8.4,Cloudy,Autumn,0,1
24,4.9,0.0565685424949238,85,Clear,Medium,scooter ,Urban ,0,-4.8,8,18.2,Snow,Autumn,0,1
33,4.4,0.0141421356237356,140,Clear,Medium,motorcycle ,Metropolitian ,0,10.5,31,7.0,Cloudy,Spring,0,1
20,4.6,0.1272792206135708,220,Clear,Medium,motorcycle ,Metropolitian ,0,6.1,66,15.4,Fog,Autumn,1,1
31,4.3,0.0848528137423876,100,Clear,Medium,motorcycle ,Metropolitian ,0,17.8,3,7.8,Clear,Summer,0,1
36,5.0,0.098994949366112,175,Clear,Medium,motorcycle ,Metropolitian ,0,5.0,5,16.1,Snow,Summer,0,1
31,4.2,0.1555634918610409,50,Clear,Medium,motorcycle ,Metropolitian ,0,7.4,72,19.6,Cloudy,Winter,0,1
39,4.1,0.0848528137423864,170,Clear,Medium,scooter ,Metropolitian ,0,29.0,25,7.8,Fog,Summer,0,1
29,4.6,0.1131370849898451,85,Clear,Medium,van,Metropolitian ,0,19.1,1,16.9,Clear,Summer,0,1
29,4.6,0.0565685424949276,115,Clear,Medium,scooter ,Urban ,0,0.8,65,19.8,Cloudy,Spring,0,1
37,4.9,0.0424264068711944,135,Clear,Medium,motorcycle ,Metropolitian ,0,24.1,84,19.7,Clear,Winter,1,1
33,4.7,0.0565685424949238,130,Fog,Medium,motorcycle ,Urban ,0,3.3,85,8.7,Snow,Spring,1,1
31,3.9,0.098994949366122,175,Fog,Medium,scooter ,Metropolitian ,0,12.3,2,9.7,Clear,Spring,1,1
37,4.6,0.0565685424949238,205,Clear,Medium,motorcycle ,Urban ,0,20.9,34,6.1,Rain,Summer,0,1
26,4.4,0.0848528137423876,115,Clear,Medium,motorcycle ,Other,0,5.9,58,6.3,Storm,Summer,0,1
24,4.6,0.1555634918610396,150,Clear,Medium,motorcycle ,Metropolitian ,0,10.4,37,9.8,Rain,Autumn,0,1
23,4.8,0.0282842712474619,95,Clear,Medium,scooter ,Metropolitian ,0,24.4,32,4.0,Snow,Autumn,1,1
36,4.9,0.0141421356237309,135,Clear,Medium,scooter ,Metropolitian ,0,32.5,14,14.2,Snow,Winter,0,1
39,4.8,0.0565685424949288,140,Fog,Medium,motorcycle ,Metropolitian ,0,16.2,74,10.7,Clear,Summer,0,1
20,4.7,0.1131370849898464,120,Clear,Medium,motorcycle ,Metropolitian ,0,-4.6,73,18.0,Fog,Autumn,1,1
20,5.0,0.1838477631085097,180,Fog,Medium,motorcycle ,Urban ,0,8.5,99,16.2,Cloudy,Spring,0,1
29,4.3,0.0848528137423889,140,Clear,Medium,motorcycle ,Metropolitian ,0,10.9,13,6.4,Storm,Summer,0,1
36,4.8,0.1555634918610396,155,Clear,Medium,motorcycle ,Urban ,0,8.6,65,10.1,Cloudy,Winter,0,1
36,4.0,0.1272792206135708,220,Clear,Medium,motorcycle ,Metropolitian ,0,12.5,44,15.0,Fog,Winter,0,1
22,4.8,0.1131370849898552,75,Clear,Medium,scooter ,Metropolitian ,0,20.3,47,3.9,Snow,Spring,1,1
38,4.4,0.098994949366122,165,Clear,Medium,motorcycle ,Metropolitian ,0,-0.2,43,0.6,Storm,Autumn,0,1
39,4.9,0.0707106781186532,150,Clear,Medium,motorcycle ,Metropolitian ,0,5.9,36,17.0,Rain,Spring,0,1
24,4.9,0.0707106781186532,110,Clear,Medium,scooter ,Metropolitian ,0,15.3,28,2.8,Snow,Autumn,0,1
30,4.1,0.0989949493661166,215,Clear,Medium,motorcycle ,Metropolitian ,0,7.6,98,17.8,Snow,Summer,0,1
35,4.8,0.1272792206135808,240,Clear,Medium,motorcycle ,Metropolitian ,0,34.6,83,18.3,Clear,Winter,0,1
33,4.5,0.1272792206135808,95,Clear,Medium,van,Metropolitian ,0,12.3,84,9.2,Fog,Autumn,0,1
39,4.7,0.098994949366122,105,Clear,Medium,motorcycle ,Urban ,0,29.8,33,16.1,Clear,Spring,0,1
31,4.3,0.1131370849898477,220,Clear,Medium,motorcycle ,Metropolitian ,0,30.9,58,7.3,Clear,Summer,0,1
37,4.5,0.0141421356237344,130,Clear,Medium,scooter ,Metropolitian ,0,28.4,42,17.2,Cloudy,Autumn,1,1
37,4.7,0.0424264068711932,26,Clear,Medium,scooter ,Metropolitian ,0,-3.1,32,16.5,Snow,Summer,0,0
33,5.0,0.0141421356237231,155,Clear,Medium,motorcycle ,Metropolitian ,0,32.9,18,1.6,Fog,Summer,1,1
24,4.6,0.0848528137423857,19,Clear,Medium,scooter ,Urban ,0,0.1,7,11.7,Clear,Spring,0,0
33,4.5,0.1131370849898477,90,Clear,Medium,scooter ,Metropolitian ,0,-3.6,30,12.8,Rain,Spring,0,1
39,4.7,0.098994949366122,190,Clear,Medium,motorcycle ,Metropolitian ,0,11.6,10,0.0,Storm,Summer,1,1
37,4.6,0.1272792206135808,160,Fog,Medium,motorcycle ,Metropolitian ,0,2.8,7,19.6,Fog,Summer,0,1
25,4.9,0.0707106781186507,85,Clear,Medium,scooter ,Metropolitian ,0,2.4,24,8.1,Cloudy,Autumn,0,1
28,4.8,0.0848528137423864,55,Clear,Medium,scooter ,Urban ,0,6.5,19,10.3,Fog,Spring,0,1
38,4.7,0.0565685424949288,155,Clear,Medium,motorcycle ,Metropolitian ,0,4.9,37,3.9,Snow,Autumn,0,1
31,4.6,0.0848528137423864,125,Clear,Medium,motorcycle ,Metropolitian ,0,22.4,6,12.2,Cloudy,Winter,0,1
25,4.8,0.0848528137423864,110,Fog,Medium,motorcycle ,Metropolitian ,0,2.5,76,16.2,Storm,Autumn,0,1
35,4.9,0.098994949366112,215,Clear,Medium,motorcycle ,Metropolitian ,0,16.7,38,11.7,Rain,Summer,0,1
39,4.7,0.098994949366122,210,Clear,Medium,motorcycle ,Metropolitian ,0,34.5,73,15.8,Clear,Winter,0,1
38,3.9,0.1131370849898477,210,Clear,Medium,motorcycle ,Metropolitian ,0,12.3,71,14.6,Fog,Autumn,1,1
35,4.7,0.0424264068711932,170,Clear,Medium,motorcycle ,Metropolitian ,0,20.7,19,4.8,Cloudy,Winter,0,1
29,4.7,0.0282842712474612,85,Clear,Medium,motorcycle ,Metropolitian ,0,33.8,80,8.7,Storm,Spring,0,1
27,4.6,0.0424264068711944,125,Clear,Medium,scooter ,Metropolitian ,0,0.5,10,3.0,Clear,Autumn,0,1
38,4.3,0.1272792206135808,270,Clear,Medium,motorcycle ,Semi-Urban ,0,11.7,15,0.8,Storm,Autumn,0,1
36,4.9,0.098994949366122,105,Clear,Medium,motorcycle ,Metropolitian ,0,29.0,41,1.3,Rain,Spring,0,1
26,4.0,0.0565685424949276,170,Fog,Medium,motorcycle ,Metropolitian ,0,32.3,95,18.8,Clear,Autumn,0,1
26,4.1,0.1272792206135708,180,Clear,Medium,motorcycle ,Metropolitian ,0,19.0,89,19.7,Clear,Winter,0,1
36,4.9,0.0848528137423876,85,Clear,Medium,motorcycle ,Metropolitian ,0,0.7,51,1.9,Clear,Spring,1,1
21,4.7,0.0141421356237356,80,Clear,Medium,motorcycle ,Metropolitian ,0,31.1,36,6.7,Cloudy,Winter,1,1
35,4.7,0.1131370849898464,135,Clear,Medium,van,Metropolitian ,0,2.0,51,2.3,Clear,Autumn,0,1
20,4.5,0.0565685424949175,130,Clear,Medium,motorcycle ,Metropolitian ,0,9.1,8,16.7,Storm,Autumn,1,1
23,4.6,0.1272792206135808,230,Clear,Medium,motorcycle ,Metropolitian ,0,10.0,34,9.9,Cloudy,Autumn,1,1
37,5.0,0.0848528137423864,145,Clear,Medium,motorcycle ,Metropolitian ,0,12.9,66,12.4,Clear,Autumn,0,1
26,4.8,0.0848528137423864,115,Clear,Medium,motorcycle ,Metropolitian ,0,26.6,94,10.8,Storm,Winter,1,1
29,5.0,0.1131370849898451,55,Clear,Medium,scooter ,Urban ,0,27.1,6,14.2,Storm,Autumn,0,1
26,4.9,0.1555634918610396,140,Clear,Medium,motorcycle ,Metropolitian ,0,23.8,1,6.4,Fog,Spring,0,1
29,4.8,0.0848528137423864,125,Fog,Medium,motorcycle ,Metropolitian ,0,-4.1,24,2.7,Storm,Spring,0,1
29,4.7,0.0282842712474688,55,Clear,Medium,motorcycle ,Metropolitian ,0,17.6,75,0.4,Snow,Summer,1,1
21,4.9,0.0424264068711944,130,Clear,Medium,scooter ,Metropolitian ,0,24.9,93,8.9,Rain,Spring,0,1
22,4.3,0.0282842712474688,115,Clear,Medium,motorcycle ,Metropolitian ,0,12.8,93,18.2,Clear,Summer,0,1
31,4.0,0.1131370849898477,195,Clear,Medium,motorcycle ,Metropolitian ,0,32.8,92,6.1,Clear,Spring,0,1
20,4.5,0.0282842712474587,55,Clear,Medium,motorcycle ,Other,0,28.0,40,3.9,Clear,Spring,0,1
30,3.9,0.1131370849898451,160,Clear,Medium,van,Metropolitian ,0,20.5,74,18.5,Storm,Autumn,0,1
36,4.8,0.098994949366122,215,Clear,Medium,motorcycle ,Metropolitian ,0,-2.5,51,2.1,Storm,Spring,1,1
24,4.7,0.0565685424949175,65,Clear,Medium,scooter ,Metropolitian ,0,21.1,86,1.0,Clear,Autumn,0,1
32,4.7,0.0141421356237344,125,Clear,Medium,van,Metropolitian ,0,31.5,80,17.6,Snow,Autumn,0,1
25,5.0,0.0848535208521158,135,Clear,Medium,motorcycle ,Metropolitian ,0,10.2,76,14.0,Cloudy,Spring,1,1
27,4.5,0.0565685424949175,145,Clear,Medium,scooter ,Metropolitian ,0,28.5,96,8.4,Cloudy,Winter,0,1
32,4.1,0.098994949366112,165,Clear,Medium,motorcycle ,Metropolitian ,0,7.5,64,15.0,Rain,Autumn,0,1
23,4.7,0.0565685424949188,19,Clear,Medium,motorcycle ,Urban ,0,17.8,76,14.8,Fog,Spring,0,0
39,4.4,0.1838477631084997,165,Clear,Medium,motorcycle ,Metropolitian ,0,20.9,37,0.8,Rain,Winter,1,1
20,4.8,0.0848528137423857,140,Clear,Medium,motorcycle ,Metropolitian ,0,22.1,66,13.5,Clear,Spring,0,1
20,4.8,0.1131370849898451,75,Clear,Medium,van,Other,0,30.3,79,12.8,Clear,Spring,0,1
29,4.6,0.0424264068711944,145,Clear,Medium,scooter ,Metropolitian ,0,4.4,41,19.3,Clear,Winter,0,1
26,4.9,0.1979898987322341,90,Clear,Medium,scooter ,Metropolitian ,0,5.5,70,19.3,Fog,Spring,1,1
25,5.0,0.0141421356237344,70,Clear,Medium,motorcycle ,Metropolitian ,0,23.2,53,7.6,Storm,Autumn,0,1
34,4.7,0.0565685424949175,150,Clear,Medium,motorcycle ,Metropolitian ,0,2.1,66,11.8,Fog,Summer,0,1
31,4.9,0.0565685424949276,140,Clear,Medium,motorcycle ,Metropolitian ,0,13.6,77,2.8,Rain,Summer,0,1
24,4.7,0.1838477631085023,195,Clear,Medium,motorcycle ,Metropolitian ,0,-4.2,63,1.3,Storm,Spring,0,1
